hip,proper,ra,dec,mag,dist,spect,ci,con,bayer
32173,,6.718051,44.52445,5.04,99.2063,K5III,1.479,Aur,Psi-4
32177,,6.718504,3.033801,6.18,194.5525,K0,1.366,Mon,
32190,,6.720483,37.147375,6.21,158.7302,K0,1.026,Aur,
32208,,6.723154,-39.193118,6.3,135.5014,A8:+...,0.258,Pup,
32222,,6.726872,-73.118208,6.36,136.7989,G8III,0.96,Vol,
32226,,6.727402,3.932528,5.88,877.193,B0III,-0.046,Mon,
32246,Mebsuta,6.732202,25.131124,3.06,259.0674,A3mA6-A9,1.377,Gem,Eps
32249,,6.733137,13.228017,4.49,88.574,K1III,1.167,Gem,
32261,,6.736527,53.295939,6.28,78.3085,K0,1.089,Lyn,
32268,,6.736812,36.109258,6.37,281.6901,A2V,0.065,Aur,
32269,,6.736888,-54.695507,6.47,220.2643,B5/B6V,-0.119,Car,
32292,,6.741241,-31.070523,5.23,100000.0,B2V,-0.127,CMa,
32311,,6.745961,28.970932,5.42,145.9854,K4III,1.445,Gem,
32322,,6.747765,-27.341666,6.43,27.137,F7V,0.55,CMa,
32332,,6.748796,-70.433758,6.1,195.3125,K3III,1.335,Vol,
32349,Sirius,6.752481,-16.716116,-1.44,2.6371,A0m...,0.009,CMa,Alp
32362,Alzirr,6.754824,12.895591,3.35,17.9986,F5IV,0.443,Gem,Xi
32366,,6.756378,-31.793661,5.92,24.3784,F7V,0.491,CMa,
32368,,6.75649,-23.462432,6.04,145.9854,K2III,1.205,CMa,
32385,,6.758664,-30.94898,5.62,581.3953,B+...,-0.138,CMa,
32402,,6.764922,-52.409691,5.81,395.2569,K3III,1.551,Car,
32404,,6.765055,12.693561,6.47,877.193,A9III,0.344,Gem,
32411,,6.766499,-14.796127,5.3,130.039,A1IV/V,0.075,CMa,
32434,,6.770042,-37.775325,6.19,406.5041,B3Vne,-0.123,Pup,
32438,,6.770595,59.44167,4.86,65.8328,A3V,0.084,Lyn,
32439,,6.77067,79.564811,5.44,17.8731,F8V,0.525,Cam,
32463,,6.775671,8.587153,5.92,263.1579,B2.5V,-0.173,Mon,
32474,,6.777505,-10.10736,5.66,165.5629,B9.5V,-0.048,Mon,
32477,,6.778242,-54.695028,6.45,127.2265,G6III,0.858,Car,
32480,,6.778983,43.577427,5.24,16.7168,G0V,0.575,Aur,Psi-5
32489,,6.780417,57.169176,5.34,64.6831,K0III,0.964,Lyn,
32492,,6.780859,-14.425971,5.28,243.9024,B8/B9III,-0.024,CMa,
32494,,6.7813,-51.265667,5.39,252.5253,K1II/IIIp+G:,1.33,Car,
32500,,6.782923,-87.024964,6.46,39.3546,F3V,0.429,Oct,
32504,,6.783745,-21.015402,6.07,241.5459,B7II/III,-0.159,CMa,
32531,,6.78853,-55.539988,5.6,184.5018,K5III,1.549,Car,
32533,,6.788842,8.037254,4.77,151.0574,K4III,1.396,Mon,
32537,,6.789278,-37.929698,5.27,99.4036,B8/B9V,-0.078,Pup,
32539,,6.789849,18.193452,6.35,176.6784,A2V,0.066,Gem,
32558,,6.793673,-8.998503,5.08,432.9004,M1II,1.795,Mon,
32562,,6.794327,48.789476,5.22,110.4972,K1III,1.131,Aur,Psi-6
32578,,6.79768,2.412159,4.48,112.8668,K0III,1.099,Mon,
32607,,6.803194,-61.941391,3.24,29.6033,A7IV,0.225,Pic,Alp
32609,,6.803407,55.704195,5.54,44.2674,F5V:+...,,Lyn,
32617,,6.805296,-1.318922,5.75,39.984,F1V,0.292,Mon,
32677,,6.816038,-15.144726,5.39,162.0746,B7IV,-0.096,CMa,
32682,,6.817682,1.002065,6.16,100000.0,B3II-III,-0.134,Mon,
32698,,6.821225,-2.272038,5.75,176.0563,B8IIIn,-0.098,Mon,
32740,,6.828143,32.606756,5.72,127.551,K3II,1.298,Gem,
32744,,6.828889,-24.076066,6.31,245.7002,A0/A1V,0.054,CMa,
32746,,6.828968,37.512748,6.49,224.7191,K5,1.553,Aur,
32753,,6.83051,16.202888,5.87,263.1579,B7III,-0.136,Gem,
32759,,6.830683,-32.508478,3.5,202.0202,B1.5IVne,-0.116,CMa,Kap
32761,,6.830921,-53.622449,4.41,166.9449,G6II,0.899,Car,
32765,,6.831838,-46.61456,5.14,25.2589,F5III,0.46,Pup,
32768,,6.832266,-50.61456,2.94,55.8036,K0III...,1.207,Pup,Tau
32775,,6.833614,-60.249146,6.11,33.6247,F7III-IV,0.457,Pic,
32809,,6.83938,-17.084555,5.77,363.6364,K3III,1.435,CMa,
32810,,6.839819,-31.706057,5.74,199.2032,B3V,0.094,CMa,
32814,,6.840416,13.413177,5.68,540.5405,K3III,1.329,Gem,
32827,,6.8436,-25.778394,6.32,483.0918,B2III/IV,-0.183,CMa,
32838,,6.845084,-8.040996,6.31,99.9001,A2p SrCrEu,0.011,Mon,
32844,,6.846097,41.78123,4.99,116.144,K3III,1.256,Aur,Psi-7
32851,,6.847176,-0.540882,5.78,29.6824,F2V,0.396,Mon,
32855,,6.847876,-34.367318,4.99,250.0,K2/K3III,1.379,Pup,
32864,,6.849191,67.571934,5.14,283.2861,B4IV,-0.152,Cam,
32912,,6.857495,-70.963411,5.41,172.7116,B7IV,-0.11,Vol,Iot
32918,,6.859048,-48.292754,6.42,207.4689,K2/K3III,1.207,Pup,
32921,,6.859179,21.761148,5.28,150.6024,A2V,-0.02,Gem,
32931,,6.860938,3.041991,6.37,105.042,A2Vs,0.052,Mon,
32938,,6.861785,-36.23027,5.94,55.2181,A3V,0.183,Pup,
32968,,6.866664,23.601718,5.68,141.844,K5III,1.467,Gem,
32990,,6.873017,-5.316277,6.3,141.0437,K0,0.977,Mon,
33012,,6.879287,-59.341195,6.41,145.3488,A3m...,0.181,Car,
33015,,6.879761,-43.975594,6.47,145.5604,B8V,-0.101,Pup,
33018,,6.879816,33.961254,3.6,57.971,A3III,0.102,Gem,The
33024,,6.880408,8.380373,5.75,62.3053,F0Vn,0.27,Mon,
33040,,6.883417,-26.957632,6.33,279.3296,M6III,1.408,CMa,
33041,,6.883725,38.869157,6.1,150.6024,F2V,0.406,Aur,
33044,,6.884316,35.787995,6.03,293.2551,K3III:,1.455,Aur,
33048,,6.884738,59.448543,5.34,149.2537,G4III...,0.675,Lyn,
33056,,6.885438,44.839941,6.24,92.6784,A8Vn,0.239,Aur,
33064,,6.887054,38.438013,6.32,69.541,F5V:,0.516,Aur,
33077,,6.88856,-19.032763,5.65,95.511,A9/F0III,0.279,CMa,
33079,,6.8894,-18.932844,6.13,127.0648,A3III,0.156,CMa,
33082,,6.889556,10.99665,6.3,117.9245,K0III,0.962,Mon,
33092,,6.892474,-20.224254,4.82,373.1343,B1Ib,-0.212,CMa,
33094,,6.892756,-28.539794,6.05,25.8933,G3/G5V,0.708,CMa,
33104,,6.895068,68.888309,5.11,300.3003,B7III,-0.114,Cam,
33126,,6.898737,-24.538756,6.23,163.1321,A0V,0.016,CMa,
33133,,6.899187,38.505018,6.46,229.3578,B9.5sp...,-0.044,Aur,Psi-8
33139,,6.900633,-50.6116,6.24,54.1126,K0/K1III,0.988,Pup,
33152,,6.902209,-24.184211,3.89,100000.0,K3Iab,1.74,CMa,Omi-1
33154,,6.902386,-5.852188,6.39,163.6661,A6Vn,0.174,Mon,
33160,,6.903167,-12.038628,4.08,79.9361,K4III,1.418,CMa,The
33184,,6.906851,-1.126996,5.44,169.2047,A4IV,0.167,Mon,
33189,,6.907412,-42.365571,6.32,502.5126,C3II,2.287,Pup,
33202,,6.910732,13.177827,4.73,25.6279,F0Vp,0.321,Gem,
33210,,6.911679,-1.756486,6.2,100000.0,B3IVe+...,0.487,Mon,
33243,,6.916366,-2.803588,6.03,334.4482,G6III:,1.102,Mon,
33248,,6.917427,-20.404876,5.8,154.5595,A2V,0.048,CMa,
33269,,6.920738,43.910031,6.16,310.559,A9III,0.314,Aur,
33271,,6.920888,45.826408,6.31,137.741,K0III-IV,0.945,Aur,
33277,,6.921853,25.375697,5.74,17.2414,G0V,0.573,Gem,
33297,,6.926282,8.324285,6.28,85.4701,A0V,0.037,Mon,
33302,,6.927064,-20.136497,4.66,29.5858,F2IV/V,0.374,CMa,Pi
33316,,6.929702,-22.941439,5.29,100000.0,B2/B3III,-0.163,CMa,
33330,,6.931881,-31.790179,6.36,294.9853,B3V,-0.155,CMa,
33345,,6.935179,-14.04343,5.0,381.6794,B9.5V,1.182,CMa,Mu
33347,,6.935618,-17.054242,4.36,769.2308,B3Ib/II,-0.063,CMa,Iot
33357,,6.937775,-48.721144,4.94,263.8522,M1III,1.668,Pup,
33372,,6.940509,9.956578,5.9,139.2758,B8Vn,-0.085,Mon,
33377,,6.942238,46.273998,5.85,386.1004,B8III,-0.079,Aur,Psi-9
33384,,6.942911,-79.420193,5.45,107.9914,B9.5V,0.041,Men,The
33394,,6.946028,-35.341334,6.27,193.7984,K2III,1.278,Pup,
33415,,6.94891,46.705352,5.88,107.1811,K0III:,1.093,Aur,
33420,,6.950026,-8.179295,6.31,434.7826,A2V+...,0.641,Mon,
33421,,6.950145,33.681039,5.91,129.5337,G5III,0.878,Gem,
33444,,6.953648,57.563287,6.03,247.5248,K3III,1.495,Lyn,
33449,,6.954612,58.422759,4.35,54.6747,G5III-IV,0.85,Lyn,
33451,,6.954886,-35.507153,6.23,43.1034,F5V,0.465,Pup,
33453,,6.95514,37.394723,6.48,526.3158,M3,1.673,Aur,
33465,,6.957108,11.907554,6.26,943.3962,F2Ib-II,0.349,Gem,
33478,,6.95942,-24.630841,5.45,37.9363,F3V,0.39,CMa,
33485,,6.960309,45.094094,4.9,73.8552,A2Vn,0.027,Lyn,
33492,,6.961842,-27.537505,6.22,312.5,B2/B3V,-0.147,CMa,
33532,,6.968765,-27.164381,6.36,854.7009,B2V,-0.186,CMa,
33558,,6.973638,-34.111708,5.07,180.8318,B4IV/V,-0.154,Pup,
33575,,6.976639,-25.414157,5.59,264.5503,B2V,-0.162,CMa,
33577,,6.976772,-56.394849,6.46,94.3396,F2II,0.389,Car,
33579,Adhara,6.977097,-28.972084,1.5,124.2236,B2II,-0.211,CMa,Eps
33584,,6.977476,7.6223,6.25,68.306,A3V,0.105,Mon,
33588,,6.977715,-55.729122,6.26,88.3392,K2III,1.16,Car,
33590,,6.978259,-45.767593,6.23,120.1923,A0V,-0.006,Pup,
33591,,6.978805,-30.998037,6.41,232.5581,B3V,-0.137,CMa,
33595,,6.979839,26.081079,6.2,47.6644,F8Vbwvar,0.52,Gem,
33603,,6.982507,3.602355,5.96,257.0694,G8III,1.056,Mon,
33614,,6.984126,38.052317,6.02,256.4103,K2III,1.218,Aur,
33644,,6.988937,7.316967,6.34,293.2551,B7III,-0.106,Mon,
33650,,6.991092,25.914171,6.4,366.3004,B8III,-0.111,Gem,
33666,,6.994237,-21.602884,6.26,393.7008,B2III,-0.164,CMa,
33682,,6.997378,-67.916443,5.18,89.6057,K3III,1.396,Vol,
33694,,7.001081,76.977408,4.55,56.338,K4III,1.365,Cam,
33703,,7.002301,-20.158425,6.32,436.6812,B3V,-0.134,CMa,
33715,,7.004396,16.078998,5.73,100000.0,K3Ib,1.641,Gem,
33719,Citalá,7.00501,-5.367162,6.29,28.9603,G0III-IV,0.572,Mon,
33729,,7.006599,-8.406821,5.95,330.033,B9III,-0.075,Mon,
33754,,7.010927,-9.202967,6.49,471.6981,B1Ib,0.142,Mon,
33760,,7.011809,-28.489574,6.28,68.6813,F3/F5V,0.449,CMa,
33774,,7.013818,-33.46553,6.39,118.0638,G8II/III,1.052,Pup,
33779,,7.014303,-51.402585,5.14,198.0198,M1III,1.652,Car,
33800,,7.018096,-58.939937,6.01,54.1419,F0V,0.297,Car,
33804,,7.018318,-25.215634,5.64,312.5,B2/B3III/IV,-0.165,CMa,
33827,,7.022612,70.808296,5.69,156.0062,K4III,1.337,Cam,
33856,Nganurganity,7.028652,-27.93483,3.49,343.6426,K4III,1.729,CMa,Sig
33873,,7.031366,-1.345883,6.2,176.9912,K0,1.286,Mon,
33878,,7.032329,-5.722065,5.22,175.1313,M2III,1.687,Mon,
33909,,7.037633,-43.40387,6.44,134.9528,A0V,-0.039,Pup,
33914,,7.038193,15.336008,5.78,183.1502,K1III:,1.14,Gem,
33927,,7.040217,24.215446,5.2,456.621,G5II,0.953,Gem,Ome
33929,,7.040426,17.755521,5.96,246.9136,M1.5,1.518,Gem,
33937,,7.04258,16.674447,5.86,769.2308,M2III,1.659,Gem,
33971,,7.048549,-4.239231,4.99,373.1343,B1V,-0.195,Mon,
33977,,7.050409,-23.833291,3.02,847.4576,B3Ia,-0.077,CMa,Omi-2
34000,,7.054195,-59.178109,5.5,151.2859,B9IV,-0.125,Car,
34002,,7.054977,9.138355,5.96,101.9368,A3Vs,0.126,Mon,
34017,,7.058457,29.337081,5.93,19.1314,G4V,0.595,Gem,
34033,,7.060576,10.951817,5.14,182.1494,K3III,1.391,Gem,
34045,Muliphein,7.062637,-15.633286,4.11,135.5014,B8II,-0.112,CMa,Gam
34055,,7.064333,12.594242,6.01,581.3953,K5,1.584,Gem,
34059,,7.064896,-49.58392,4.92,60.5694,A4IV,0.14,Pup,
34065,,7.065928,-43.608039,5.56,16.5153,G3V...,0.624,Pup,
34066,,7.06596,-10.123765,6.44,413.2231,B9IIIn,-0.067,Mon,
34081,,7.067444,-42.33728,5.2,106.8376,Am,0.198,Pup,
34086,,7.068124,-5.323979,5.63,380.2281,K3III,1.29,Mon,
34088,Mekbuda,7.068481,20.570297,4.01,421.9409,G3Ibv SB,0.899,Gem,Zet
34105,,7.071757,-56.749724,5.14,92.2509,A0p:,-0.032,Car,
34142,,7.079736,-22.031688,6.09,105.9322,K2IIICN...,1.225,CMa,
34168,,7.08583,47.775044,6.37,413.2231,B9IIIn,-0.048,Lyn,
34177,,7.087883,-50.360042,6.47,317.4603,K3III,1.424,Pup,
34182,,7.088436,22.637458,6.0,123.0012,B8Vn,-0.027,Gem,
34200,,7.092229,-34.7777,6.15,53.4474,F2V,0.353,Pup,
34215,,7.094174,9.1858,5.78,303.9514,M0III,1.513,Mon,
34217,,7.094391,52.758558,6.17,99.7009,A3Vs,0.102,Lyn,
34234,,7.097122,-10.66008,6.5,100000.0,B0.5IVn,-0.062,Mon,
34238,,7.097676,70.731924,6.49,350.8772,K0III,1.568,Cam,
34248,,7.100135,-30.655711,6.34,257.732,B3V,-0.131,CMa,
34250,,7.10034,59.80185,6.4,118.9061,G8III:,1.19,Lyn,
34253,,7.100629,-38.382854,6.09,205.3388,G0III,0.702,Pup,
34267,,7.103222,34.473967,5.55,92.6784,G8IV,0.909,Gem,
34270,,7.103974,-68.83758,6.47,161.8123,K0III,1.039,Vol,
34297,,7.10999,-12.393949,6.48,100000.0,B7Iab...,-0.124,CMa,
34301,,7.111324,-11.294014,5.41,934.5794,B0.5IV,0.033,CMa,
34318,,7.114577,-24.960572,6.09,280.8989,K2III,1.341,CMa,
34338,,7.118464,4.910582,6.1,203.666,B9.5III,-0.129,Mon,
34339,,7.118633,-40.893268,5.8,238.0952,B3V,-0.158,Pup,
34349,,7.120359,-51.968283,5.96,166.9449,K0III,0.996,Car,
34350,,7.121189,-59.716416,6.46,374.5318,B3V,-0.113,Car,
34358,,7.122889,34.009288,5.94,201.2072,K4III,1.507,Gem,
34360,,7.122941,-23.840722,5.75,100000.0,B2V:nn,-0.117,CMa,
34367,,7.123577,28.176695,6.47,289.0173,B9V,-0.081,Gem,
34387,,7.130414,7.471214,5.74,182.4818,K0III:,1.176,CMi,
34428,,7.13702,33.832388,6.31,191.2046,K1,1.356,Gem,
34440,,7.139455,15.930675,5.47,98.912,G8III,1.02,Gem,
34444,Wezen,7.139857,-26.3932,1.83,492.6108,F8Ia,0.671,CMa,Del
34462,,7.143401,37.445096,6.19,294.9853,K1III,1.212,Aur,
34473,,7.145098,-70.497087,5.68,49.6524,F2,0.436,Vol,Gam-1
34481,,7.145788,-70.498932,3.78,42.8633,G8IIIvar,1.006,Vol,Gam-2
34495,,7.147519,-39.655657,4.83,223.2143,B3IV/V,-0.179,Pup,
34536,,7.155625,-10.346565,6.23,632.9114,O6,-0.018,Mon,
34561,,7.159268,-16.234509,6.0,684.9315,B1Ib/II,0.04,CMa,
34579,,7.161951,-25.231034,5.69,564.9718,B2V,-0.158,CMa,
34608,,7.168524,21.246985,6.43,45.8295,G9V,0.88,Gem,
34617,,7.169268,-18.685637,6.23,42.0875,F3V,0.419,CMa,
34622,,7.170467,-4.237106,4.91,62.1891,K0III,1.02,Mon,
34624,,7.172034,-27.49152,5.46,216.4502,G8III,0.998,CMa,
34670,,7.179858,-48.932098,5.12,96.8992,K2III,1.251,Pup,
34693,,7.185659,30.245163,4.41,98.4252,K2III,1.261,Gem,Tau
34722,,7.189741,26.856587,5.75,119.1895,A4IV,0.13,Gem,
34724,,7.189893,-0.301928,5.44,87.184,F2V,0.31,Mon,
34752,,7.194255,39.320549,4.91,148.8095,K4II-III,1.451,Aur,
34758,,7.19489,-20.883063,5.84,143.2665,A0IV/V,-0.038,CMa,
34763,,7.196347,16.976344,6.5,362.3188,K5,1.423,Gem,
34768,,7.197606,5.654703,6.07,168.3502,A1V,-0.016,CMi,
34769,,7.197739,-0.492764,4.15,117.7856,A2V,-0.005,Mon,Del
34780,,7.20055,-63.190059,6.03,147.7105,A0IV/V,-0.011,Car,
34782,,7.201137,-30.821365,6.1,47.5511,A8III/IV,0.273,CMa,
34789,,7.202081,5.474347,6.15,196.0784,K0III,1.142,CMi,
34798,,7.203393,-25.942588,5.91,257.0694,B2IV/V,-0.17,CMa,
34802,,7.204392,-40.498808,5.3,126.1034,A3p...,0.072,Pup,
34817,,7.207173,-36.544381,5.94,278.5515,B4V,-0.145,Pup,
34819,,7.207327,24.128594,5.85,109.7695,F5IV,0.397,Gem,
34834,,7.20935,-46.759305,4.49,21.427,F0IV,0.324,Pup,
34860,,7.213635,27.224823,6.46,42.4809,F8V,0.502,Gem,
34888,,7.218665,-11.251341,5.77,202.4291,K0,1.508,CMa,
34899,,7.220377,-45.182739,4.87,56.5291,Ap,-0.003,Pup,
34909,,7.222854,16.158966,5.07,165.8375,K3V,1.653,Gem,
34912,,7.223166,51.428745,5.46,221.7295,M3III,1.64,Lyn,
34914,,7.22334,-22.674241,5.99,245.098,K4III,1.481,CMa,
34922,,7.225637,-44.639739,4.42,64.0615,M5e,1.331,Pup,
34924,,7.226792,-27.35636,6.12,100000.0,B2II,-0.234,CMa,
34940,,7.230107,-22.905778,6.34,436.6812,B2IV,-0.184,CMa,
34954,,7.232594,-30.339791,6.32,529.1005,B2III,-0.183,CMa,
34956,,7.232779,71.816584,6.36,129.8701,K0,1.119,Cam,
34975,,7.236347,-3.901779,5.8,396.8254,K5III,1.585,Mon,
34981,,7.237559,-26.352507,4.42,531.9149,B3III,-0.17,CMa,
34982,,7.237644,-9.947533,5.9,574.7126,K3III,1.528,Mon,
34987,,7.238906,3.111414,5.36,227.2727,K0III,1.193,CMi,
34999,,7.241181,-10.316245,6.02,869.5652,B0III,-0.173,Mon,
35005,,7.242395,12.115824,5.71,90.2527,G6III,1.007,CMi,
35020,,7.243928,-48.271927,4.75,115.4734,B8/B9V,-0.091,Pup,
35025,,7.244993,24.884984,5.84,92.081,M1IIIvar,1.554,Gem,
35029,,7.246117,-46.849672,5.72,142.4501,A0p,-0.109,Pup,
35037,,7.246849,-26.772667,4.01,279.3296,B2IV/Ve,-0.15,CMa,Ome
35044,,7.247546,-27.037996,5.58,83.3333,K3III,1.22,CMa,
35054,,7.249209,-41.426394,5.95,167.7852,B4III/IV,-0.146,Pup,
35080,,7.255391,-0.161283,6.42,138.5042,G5III,0.901,Mon,
35083,,7.255854,-30.686447,5.36,192.6782,B2V,-0.155,CMa,
35084,,7.255901,-52.499226,5.96,128.041,K0V,1.099,Car,
35120,,7.260953,7.977742,5.78,166.3894,M4III,1.537,CMi,
35127,,7.262011,-10.583605,5.95,121.2121,K0,1.173,Mon,
35132,,7.263138,-23.74028,6.34,253.8071,A0V,-0.018,CMa,
35136,,7.263925,47.239964,5.54,16.8919,G0V,0.576,Lyn,
35146,,7.265267,59.637467,5.2,61.0128,K2III,1.081,Lyn,
35152,,7.26588,27.897419,5.75,235.8491,M1III,1.605,Gem,
35180,,7.27071,-15.585689,5.46,82.5083,A1V,0.079,CMa,
35181,,7.270965,-46.774533,5.64,230.4147,K4III,1.441,Pup,
35202,,7.275515,-38.318928,5.81,187.2659,B4V,-0.133,Pup,
35205,,7.276387,-27.881179,4.66,124.2236,M2III,1.589,CMa,
35210,,7.276898,-23.315594,4.83,434.7826,K4III,1.601,CMa,
35213,,7.277322,-23.31094,6.02,92.9368,A5m...,0.317,CMa,
35226,,7.280392,-36.592633,5.03,230.9469,B3V,-0.161,Pup,
35228,,7.280508,-67.957152,3.97,226.2443,F6II,0.76,Vol,Del
35241,,7.28256,-30.897012,6.3,132.2751,A9II,0.2,CMa,
35253,,7.284277,26.689485,6.38,77.2201,G7IV,0.883,Gem,
35264,,7.285711,-37.09747,2.71,247.5248,K3Ib,1.616,Pup,Pi
35301,,7.292129,-6.679997,6.29,302.1148,K2,1.624,Mon,
35304,,7.2927,52.131071,5.93,183.4862,K1III:,1.259,Lyn,
35317,,7.29518,38.876265,6.48,147.2754,K0,0.995,Aur,
35326,,7.29667,-26.797556,6.45,296.7359,B5Vn,-0.153,CMa,
35341,,7.300616,40.883392,5.87,85.2515,A5Vn,0.181,Aur,
35345,,7.301136,30.955872,6.19,181.1594,A0Vn,-0.024,Gem,
35347,,7.301181,-43.986786,5.86,181.4882,B8II/III,-0.117,Pup,
35350,,7.30155,16.540383,3.58,30.931,A3V...,0.106,Gem,Lam
35363,,7.30511,-36.733962,4.65,246.3054,B2V+...,-0.099,Pup,
35384,,7.308883,49.464756,5.0,106.9519,A4IIIn,0.087,Lyn,
35393,,7.309309,-39.210285,5.24,141.844,A0V,0.026,Pup,
35406,,7.310607,-36.742735,5.11,232.0186,A0V,-0.17,Pup,
35412,,7.311216,-24.558701,4.88,584.7953,O7f,-0.16,CMa,
35415,,7.311802,-24.954375,4.37,917.4312,O9Ib,-0.132,CMa,Tau
35427,,7.314243,-26.585854,5.29,384.6154,G2II,0.956,CMa,
35442,,7.3172,-19.280304,6.06,100000.0,F2Ia,0.612,CMa,
35463,,7.320469,-33.727166,6.31,225.2252,K2/K3III,1.302,Pup,
35476,,7.322881,2.740694,5.9,195.3125,G9III,1.069,CMi,
35487,,7.324494,-16.395244,5.7,42.7716,F2III/IV,0.346,CMa,
35509,,7.329901,7.142947,5.91,53.3049,F8V,0.537,CMi,
35548,,7.335234,15.142928,6.45,208.7683,A2Vn,0.009,Gem,
35550,Wasat,7.335383,21.98232,3.5,18.5391,F0IV...,0.374,Gem,Del
35564,,7.339288,-52.311524,5.5,31.7158,F2,0.483,Car,
35589,,7.344114,-52.085924,5.38,147.2754,B9V,-0.069,Car,
35611,,7.348588,-26.963838,6.0,763.3588,B3V,-0.172,CMa,
35615,,7.349524,-14.360489,5.59,184.8429,G8/K0III,0.971,CMa,
35623,,7.350862,42.655913,6.33,215.0538,K0,1.404,Aur,
35626,,7.351204,-25.891643,5.87,196.0784,M3III,1.604,CMa,
35643,,7.354864,45.2282,5.74,35.4862,A7s,0.342,Lyn,
35699,,7.365795,20.443658,5.09,135.8696,M0III,1.528,Gem,
35707,,7.367237,-8.979377,6.42,100000.0,O9V,-0.189,Mon,
35710,,7.367397,36.760584,5.12,72.3589,K0III,1.082,Aur,
35712,,7.367633,0.177121,5.99,500.0,B8III,-0.069,CMi,
35725,,7.370392,38.995944,6.4,191.5709,K0,1.217,Aur,
35727,,7.370425,-19.0166,4.94,147.4926,B5II/III,-0.039,CMa,
35735,,7.37144,59.901996,6.36,73.8007,A8m,0.282,Cam,
35737,,7.371831,-2.979175,6.23,161.2903,F5,0.686,Mon,
35749,,7.373719,-5.982829,5.83,229.3578,F3IV,0.352,Mon,
35751,,7.374533,0.700831,6.43,71.3776,G5,0.995,CMi,
35785,,7.381127,55.281392,5.8,100000.0,B8V,-0.078,Lyn,
35795,,7.383527,-31.923781,5.4,406.5041,B3V,-0.161,CMa,
35842,,7.39115,22.945349,6.17,87.6424,A1V,0.006,Gem,
35846,,7.391254,25.050531,5.04,48.7329,G8III,0.902,Gem,
35848,,7.391386,-27.834294,5.37,189.0359,K4III,1.539,CMa,
35855,,7.392193,-32.202067,5.41,340.1361,B2/B3II/III,-0.169,CMa,
35893,,7.399538,-35.837824,6.32,198.8072,B5V,-0.136,Pup,
35904,Aludra,7.401584,-29.303104,2.45,609.7561,B5Ia,-0.083,CMa,Eta
35907,,7.402352,40.672389,5.23,370.3704,K0III,1.249,Aur,
35920,,7.404787,-22.912758,6.2,176.6784,B8/B9V,-0.088,CMa,
35933,,7.40768,15.517195,6.47,970.8738,B2Ve,-0.19,Gem,
35941,,7.409292,27.637857,5.77,57.4053,F0:III:,0.368,Gem,
35946,,7.410311,-71.470657,6.49,82.3723,A3V,0.12,Vol,
35951,,7.411163,-16.201473,5.18,287.3563,B2Vne,-0.035,CMa,
35957,,7.412182,-31.808905,5.35,202.4291,K1III,1.071,CMa,
35960,,7.413155,-37.291193,6.14,206.1856,A8V,0.261,Pup,
35975,,7.414134,-19.012279,6.24,714.2857,A2Ib/II,0.291,CMa,
35984,,7.415857,51.887258,5.8,317.4603,K5III,1.61,Lyn,
35987,,7.416161,11.669524,5.37,96.9932,A5IV,0.105,CMi,
35998,,7.418977,-13.751978,5.79,35.6379,F3V,0.432,CMa,
36017,,7.422215,-21.982591,6.04,100000.0,A6II,0.227,CMa,
36019,,7.422769,81.257456,6.3,263.8522,A0III,-0.031,Cam,
36024,,7.423686,-25.217767,5.79,432.9004,B5III,-0.103,CMa,
36039,,7.42727,-79.094188,5.54,143.0615,K2/K3III,1.281,Men,Eps
36041,,7.427471,9.276097,4.99,319.4888,G8III,0.991,CMi,Eps
36045,,7.428606,-31.73872,6.32,341.2969,B2/B3III,-0.176,CMa,
36046,,7.428779,27.79808,3.78,36.9004,G9III+...,1.024,Gem,Iot
36055,,7.430889,-5.774961,5.98,371.7472,CIb...,0.901,Mon,
36114,,7.439403,-51.018481,5.09,185.5288,K0III,1.038,Car,
36123,,7.441052,10.608067,6.38,79.6813,A2IV,0.078,CMi,
36141,,7.444782,11.008833,6.39,409.8361,B7II-III,-0.126,CMi,
36143,,7.44513,-34.140692,5.9,316.4557,B4V,-0.153,Pup,
36145,,7.445237,49.211527,4.61,83.8926,A1V,-0.001,Lyn,
36156,,7.448981,20.257557,5.94,136.9863,F2Vn,0.336,Gem,
36168,,7.449856,-23.086023,5.65,383.1418,B1II,-0.134,CMa,
36186,,7.452219,-17.864861,5.6,92.3361,F2V,0.314,CMa,
36188,Gomeisa,7.452512,8.289315,2.89,49.5786,B8Vvar,-0.097,CMi,Bet
36211,,7.457178,66.331571,6.47,257.732,B9III,-0.064,Cam,
36236,,7.461927,-22.859199,5.98,295.858,B5III,-0.088,Pup,
36238,,7.462324,21.445247,5.2,32.0205,F5IV-V...,0.455,Gem,
36251,,7.46435,-11.556867,5.79,485.4369,B8Vv comp VB,0.583,CMa,
36258,,7.466434,-29.155896,5.55,282.4859,B9Vsp...,-0.048,Pup,
36264,,7.467202,-26.838974,6.26,350.8772,K4III,1.513,Pup,
36265,,7.467243,6.941968,5.22,97.561,F0III,0.221,CMi,Eta
36284,,7.469387,8.92553,4.33,97.561,K3III SB,1.425,CMi,Gam
36325,,7.47775,27.552938,6.36,114.5475,K2III,1.223,Gem,
36340,,7.479793,15.109822,6.23,224.7191,B9IV,-0.04,Gem,
36345,,7.480876,-31.848401,5.95,228.3105,B3V+...,-0.156,Pup,
36346,,7.480946,-64.509804,6.38,221.7295,K5III,1.554,Vol,
